1,1,121.6,334.11,133.69,58.539999999999964,1,1,1.0
1,2,209.0,251.1,93.47000000000003,40.190000000000026,1,1,1.0
1,3,732.4,267.7,72.5,37.56999999999999,1,1,1.0
2,1,96.85,337.78,136.77,59.24000000000001,1,1,1.0
2,2,209.0,251.1,93.47000000000003,40.22,1,1,1.0
2,3,718.5,269.76,75.70000000000005,38.370000000000005,1,1,1.0
3,1,72.1,341.45,139.85,59.94,1,1,1.0
3,2,209.0,251.1,93.47000000000003,40.25000000000003,1,1,1.0
3,3,706.2,271.83,75.39999999999998,39.150000000000034,1,1,1.0
4,1,47.35,345.12,142.93,60.639999999999986,1,1,1.0
4,2,209.0,251.1,93.47000000000003,40.28,1,1,1.0
4,3,692.0,272.1,75.16999999999996,41.73999999999995,1,1,1.0
5,1,22.6,348.79,146.01000000000002,61.339999999999975,1,1,1.0
5,2,209.0,251.1,93.47000000000003,40.31000000000003,1,1,1.0
5,3,678.6,274.26,77.60000000000002,42.43000000000001,1,1,1.0
6,1,0.0,352.46,146.94,62.94,1,1,1.0
6,2,209.0,251.1,93.47000000000003,40.34,1,1,1.0
6,3,662.42,276.42,81.78000000000009,43.129999999999995,1,1,1.0
7,1,0.0,354.9,122.83,67.10000000000002,1,1,1.0
7,2,209.0,251.1,93.47000000000003,40.37000000000003,1,1,1.0
7,3,646.23,276.81,83.18999999999994,45.60000000000002,1,1,1.0
8,1,0.0,357.35,98.72,65.63,1,1,1.0
8,2,209.0,251.1,93.47000000000003,40.400000000000006,1,1,1.0
8,3,630.05,277.2,84.60000000000002,48.06,1,1,1.0
9,1,0.0,359.8,74.62,64.14999999999998,1,1,1.0
9,2,209.0,251.1,93.47000000000003,40.440000000000026,1,1,1.0
9,3,620.9,279.59,78.97000000000003,48.53000000000003,1,1,1.0
10,1,0.0,362.25,50.51,62.68000000000001,1,1,1.0
10,2,209.0,251.1,93.47000000000003,40.47,1,1,1.0
10,3,604.21,281.99,84.38999999999999,48.98000000000002,1,1,1.0
11,1,0.0,364.7,26.4,61.19999999999999,1,1,1.0
11,2,209.0,251.1,93.47000000000003,40.50000000000003,1,1,1.0
11,3,587.53,284.38,89.47000000000003,49.44999999999999,1,1,1.0
12,2,209.0,251.1,93.47000000000003,40.53,1,1,1.0
12,3,572.15,286.77,89.51999999999998,49.920000000000016,1,1,1.0
13,2,209.0,251.1,93.47000000000003,40.56000000000003,1,1,1.0
13,3,556.76,289.17,89.57000000000005,50.370000000000005,1,1,1.0
14,2,209.0,251.1,93.47000000000003,40.59,1,1,1.0
14,3,541.38,291.56,89.62,50.839999999999975,1,1,1.0
15,2,209.0,251.1,93.47000000000003,40.62000000000003,1,1,1.0
15,3,526.0,293.95,89.66999999999996,51.30000000000001,1,1,1.0
16,2,209.0,251.1,93.47000000000003,40.650000000000006,1,1,1.0
16,3,508.66,296.35,96.04000000000002,51.75999999999999,1,1,1.0
17,2,209.0,251.1,93.47000000000003,40.67999999999998,1,1,1.0
17,3,491.32,298.74,97.42000000000002,52.21999999999997,1,1,1.0
18,2,209.0,251.1,93.47000000000003,40.71000000000001,1,1,1.0
18,3,473.99,301.13,98.79999999999995,52.69,1,1,1.0
